,content,text_only,text_len,type,source_identifier,file_name
85,"\begin{align}
    \label{MassFrac}
\beta(r_H)  = \int_{\cal D} {\cal K}({\cal C} - {\cal C}_{\rm th})^{\gamma_M} P(\zeta_G, {\cal C}_G){d}\zeta_G{ d}{\cal C}_G~,
\end{align}","\begin{align}
    \label{MassFrac}
\beta(r_H)  = \int_{\cal D} {\cal K}({\cal C} - {\cal C}_{\rm th})^{\gamma_M} P(\zeta_G, {\cal C}_G){d}\zeta_G{ d}{\cal C}_G~,
\end{align}",173,text,Source_85,2510.22218v1
86,"with integral interval $ {\cal D} = \left\{{\cal C} > {\cal C}_{\rm th}, {\cal C}_l < 4/3  \right\}$. Eq. \eqref{MassFrac} comes into being due to the empirical formula of the PBH mass \cite{Choptuik:1992jv, Evans:1994pj, Niemeyer:1997mt}:
",with integral interval . Eq. comes into being due to the empirical formula of the PBH mass :,92,text,Source_86,2510.22218v1
87,"\begin{equation}
    \label{MassRelation}
M_{\rm PBH}={\cal K}({\cal C}-{\cal C}_{\rm th})^{\gamma_M} M_H~,
\end{equation}","\begin{equation}
    \label{MassRelation}
M_{\rm PBH}={\cal K}({\cal C}-{\cal C}_{\rm th})^{\gamma_M} M_H~,
\end{equation}",122,text,Source_87,2510.22218v1
88,"where parameters ${\cal K}$ and ${\gamma_M}$ depend on the equation of state $w$. For the radiation-dominated era where $w=1/3$, we set ${\cal K}=4$ and ${\gamma_M}=0.36$. 
The total abundance of PBHs is then given by the integral on horizon mass $M_H$ (see \cite{Kitajima:2021fpq, Ferrante:2022mui}):
","where parameters and depend on the equation of state . For the radiation-dominated era where , we set and . The total abundance of PBHs is then given by the integral on horizon mass (see ):",189,text,Source_88,2510.22218v1
89,"\begin{equation}
        \label{Abund}
        {f_{{\rm{PBH}}}} \simeq\frac{1}{\Omega_{\rm{DM}}}\int_{{M_{{H}}} = 0}^{ + \infty } {{{d \ln}}{M_{{H}}}{{\left({\frac{{{M_{{H}}}}}{{{2.8\times10^{17}M_\odot }}}} \right)}^{ - 1/2}}\beta}~,
\end{equation}","\begin{equation}
        \label{Abund}
        {f_{{\rm{PBH}}}} \simeq\frac{1}{\Omega_{\rm{DM}}}\int_{{M_{{H}}} = 0}^{ + \infty } {{{d \ln}}{M_{{H}}}{{\left({\frac{{{M_{{H}}}}}{{{2.8\times10^{17}M_\odot }}}} \right)}^{ - 1/2}}\beta}~,
\end{equation}",249,text,Source_89,2510.22218v1
90,"while the horizon scale $r_H$ and its mass $M_H$ take the relation: 
",while the horizon scale and its mass take the relation:,55,text,Source_90,2510.22218v1
91,"\begin{equation}
    \label{RadiusandMass}
    {M_{{H}}} \simeq 17{M_ \odot }{\left({\frac{{{g_ * }}}{{10.75}}} \right)^{ - 1/6}}{\left( \frac{r_H}{10^{-6}{\rm Mpc}} \right)^2}~.
\end{equation}","\begin{equation}
    \label{RadiusandMass}
    {M_{{H}}} \simeq 17{M_ \odot }{\left({\frac{{{g_ * }}}{{10.75}}} \right)^{ - 1/6}}{\left( \frac{r_H}{10^{-6}{\rm Mpc}} \right)^2}~.
\end{equation}",193,text,Source_91,2510.22218v1
92,"Although it hardly affects the SIGWs, the non-Gaussianity of the primordial power spectrum will considerably affect the $\beta$ as well as $f_{\mathrm{ PBH}}$ via the compaction function ${\cal C}$ and the domain ${\cal D}$. From Eqs. \eqref{MassFrac} and \eqref{Abund} one can see that, $\beta$ and $f_{\mathrm{PBH}}$ will contain an approximately power-law-like term of $f_{\mathrm{nl}}$, mainly hidden in the compaction function ${\cal C}$. In Fig. \ref{fig:IntRegionoffPBH} we plot the integration region and the PDF as a part of the integrand together, mainly to show the influence of $f_\mathrm{nl}$ to $f_{\mathrm{PBH}}$. The region between each pair of solid and dashed lines of the same color is the overthreshold region, and where this region overlaps with the PDF, the PBHs are generated.  One can see that both too high or too low $f_\mathrm{nl}$ can push the integration region inward, reach a higher probability distribution and make more PBHs formation. We find $f_\mathrm{nl}\simeq -1$ as a representation value to avoid PBH formation as possible. 
","Although it hardly affects the SIGWs, the non-Gaussianity of the primordial power spectrum will considerably affect the as well as via the compaction function and the domain . From Eqs. and one can see that, and will contain an approximately power-law-like term of , mainly hidden in the compaction function . In Fig. we plot the integration region and the PDF as a part of the integrand together, mainly to show the influence of to . The region between each pair of solid and dashed lines of the same color is the overthreshold region, and where this region overlaps with the PDF, the PBHs are generated. One can see that both too high or too low can push the integration region inward, reach a higher probability distribution and make more PBHs formation. We find as a representation value to avoid PBH formation as possible.",827,text,Source_92,2510.22218v1
93,"\begin{figure}
    \centering
    \includegraphics[width=0.8\linewidth]{plot/ProbInteg.pdf}
    \caption{This figure shows the contour lines of PDF of $(\zeta_G, {\cal C}_G)$ with its integral regions under different $r_H$ and $f_\mathrm{nl}$, where the model parameter $\lg A$ is set to ${-1.4}$. Contours from inside to outside represent $P(\zeta_G, {\cal C}_G)$ from $0$ to $-40$. Regions between the solid and the dashed lines with the same color represent the integral regions under the corresponding value $f_\mathrm{nl}$. }
    \label{fig:IntRegionoffPBH}
\end{figure}","\begin{figure}
    \centering
    \includegraphics[width=0.8\linewidth]{plot/ProbInteg.pdf}
    \caption{This figure shows the contour lines of PDF of $(\zeta_G, {\cal C}_G)$ with its integral regions under different $r_H$ and $f_\mathrm{nl}$, where the model parameter $\lg A$ is set to ${-1.4}$. Contours from inside to outside represent $P(\zeta_G, {\cal C}_G)$ from $0$ to $-40$. Regions between the solid and the dashed lines with the same color represent the integral regions under the corresponding value $f_\mathrm{nl}$. }
    \label{fig:IntRegionoffPBH}
\end{figure}",575,text,Source_93,2510.22218v1
94,"In Fig. \ref{fig:fPBH} we combine the posterior of curvature parameters from Fig. \ref{fig:SIGW}  and the $f_{\rm PBH}=1$ line for various values of $f_\mathrm{nl}$ together. This figure shows that for positive $f_{\rm nl}$, the $f_{\rm PBH}=1$ line (blue) is below $2\sigma$ level region, indicating an overproduction problem. However, for the Gaussian case ($f_{\rm nl}=0$), the $f_{\rm PBH}=1$ line (green) is {\it marginally} included into the $2\sigma$ region allowed by the PTA data. Moreover, for the non-Gaussian case with negative $f_{\rm nl}$, the $f_{\rm PBH}$ lines (gold, orange and red) are well within the $2\sigma$ contour, even reaching the edge of $1\sigma$ region. These results hints that both modified dispersion relation and negative non-Gaussianity are helpful in resolving the overproduction problem. This is in agreement with previous results presented in literatures such as \cite{Franciolini:2023pbf, Wang:2023ost, Liu:2023ymk, DeLuca:2023tun, Firouzjahi:2023xke, Chang:2023aba, Pi:2024lsu, Inui:2024fgk,Choudhury:2023fwk,Choudhury:2023fjs}. 
","In Fig. we combine the posterior of curvature parameters from Fig. and the line for various values of together. This figure shows that for positive , the line (blue) is below level region, indicating an overproduction problem. However, for the Gaussian case (), the line (green) is { marginally} included into the region allowed by the PTA data. Moreover, for the non-Gaussian case with negative , the lines (gold, orange and red) are well within the contour, even reaching the edge of region. These results hints that both modified dispersion relation and negative non-Gaussianity are helpful in resolving the overproduction problem. This is in agreement with previous results presented in literatures such as .",712,text,Source_94,2510.22218v1
95,"\begin{figure}
    \centering
    \includegraphics[width=0.8\linewidth]{plot/fpbh=1,posterier.pdf}
   \caption{Posterior of Fig. \ref{fig:SIGW} v.s. $f_{\mathrm{PBH}}=1$ line for cases of different values of $f_{\rm nl}$. Region above each line represent $f_{\mathrm{PBH}}>1$. The contours of the 2D posterior plot from dark to light correspond to the 1$\sigma$, 2$\sigma$, and 3$\sigma$ confidence levels, respectively.} 
    \label{fig:fPBH}
\end{figure}","\begin{figure}
    \centering
    \includegraphics[width=0.8\linewidth]{plot/fpbh=1,posterier.pdf}
   \caption{Posterior of Fig. \ref{fig:SIGW} v.s. $f_{\mathrm{PBH}}=1$ line for cases of different values of $f_{\rm nl}$. Region above each line represent $f_{\mathrm{PBH}}>1$. The contours of the 2D posterior plot from dark to light correspond to the 1$\sigma$, 2$\sigma$, and 3$\sigma$ confidence levels, respectively.} 
    \label{fig:fPBH}
\end{figure}",456,text,Source_95,2510.22218v1
96,"One can also obtain the mass distribution of the PBHs, namely $f_{\rm PBH}(M_{\rm PBH})$, with $\int f_{\rm PBH}(M_{\rm PBH})d\ln M_{\rm PBH}=f_{\rm PBH}$. To do this, one need to perform variable substitution in the integrand from $\left({{M_{{H}}},{{{\cal C}}_{{G}}},{\zeta _{{G}}}} \right)$ to $\left({{M_{{\rm{PBH}}}},{M_{{H}}},{\zeta _{{G}}}} \right)$. Combining Eqs. \eqref{MassRelation}, \eqref{comp2}, \eqref{comp3} and \eqref{nonG}, The relation between ${\cal{C}}_{G}$ and $M_\mathrm{PBH}$ can be represented as: 
","One can also obtain the mass distribution of the PBHs, namely , with . To do this, one need to perform variable substitution in the integrand from to . Combining Eqs. , , and , The relation between and can be represented as:",224,text,Source_96,2510.22218v1
97,"\begin{align}
    \label{CGofMPBH}
    {{{\cal C}}_{{G}}} = \frac{4}{3}{\left({\frac{{{{d}}\zeta }}{{{{d}}{\zeta _{{G}}}}}} \right)^{ - 1}}\left[{1 - \sqrt{1 - \frac{3}{2 }\left[{{{{\cal C}}_{{\rm{th}}}} + {{\left({\frac{{{M_{{\rm{PBH}}}}}}{{{{\cal K}}{M_{H}}}}} \right)}^{1/{\gamma_M} }}} \right]} } \right]~.
\end{align}","\begin{align}
    \label{CGofMPBH}
    {{{\cal C}}_{{G}}} = \frac{4}{3}{\left({\frac{{{{d}}\zeta }}{{{{d}}{\zeta _{{G}}}}}} \right)^{ - 1}}\left[{1 - \sqrt{1 - \frac{3}{2 }\left[{{{{\cal C}}_{{\rm{th}}}} + {{\left({\frac{{{M_{{\rm{PBH}}}}}}{{{{\cal K}}{M_{H}}}}} \right)}^{1/{\gamma_M} }}} \right]} } \right]~.
\end{align}",322,text,Source_97,2510.22218v1
98,"Thus the mass distribution of PBHs is calculated as:
",Thus the mass distribution of PBHs is calculated as:,52,text,Source_98,2510.22218v1
99,"\begin{align}
    \label{fPBHofMPBH}
{f_{{\mathrm{PBH}}}}\left({{M_\mathrm{PBH}}} \right) = &\frac{1}{{{\Omega _{{\mathrm{DM}}}}}}\int_{{M_{{H}}^{\mathrm{min}}}\left({{M_{{\mathrm{PBH}}}}} \right)}^{ + \infty } \bigg[{{d}\ln{M_{{H}}}{{\left({\frac{{{2.8\times10^{17}M_\odot}}}{{{M_{{H}}}}}} \right)}^{1/2}} \frac{M_\mathrm{PBH}^2}{{{M_{{H}}}}}} \nonumber\int_\mathbb{R}^{} {\frac{d{\cal C}_G}{dM_\mathrm{PBH}}{\left(\frac{d\zeta}{d\zeta_G}\right)}^{-1}{d}{\zeta _{{G}}}P\left({{{{\cal C}}_{{G}}},{\zeta _{{G}}}} \right)}\bigg]~,
\end{align}","\begin{align}
    \label{fPBHofMPBH}
{f_{{\mathrm{PBH}}}}\left({{M_\mathrm{PBH}}} \right) = &\frac{1}{{{\Omega _{{\mathrm{DM}}}}}}\int_{{M_{{H}}^{\mathrm{min}}}\left({{M_{{\mathrm{PBH}}}}} \right)}^{ + \infty } \bigg[{{d}\ln{M_{{H}}}{{\left({\frac{{{2.8\times10^{17}M_\odot}}}{{{M_{{H}}}}}} \right)}^{1/2}} \frac{M_\mathrm{PBH}^2}{{{M_{{H}}}}}} \nonumber\int_\mathbb{R}^{} {\frac{d{\cal C}_G}{dM_\mathrm{PBH}}{\left(\frac{d\zeta}{d\zeta_G}\right)}^{-1}{d}{\zeta _{{G}}}P\left({{{{\cal C}}_{{G}}},{\zeta _{{G}}}} \right)}\bigg]~,
\end{align}",540,text,Source_99,2510.22218v1
100,"where the lower bound of $M_H$ satisfies ${M_{{H}}^{\mathrm{min}}}\left({{M_{{\mathrm{PBH}}}}} \right)=M_\mathrm{PBH}/({\cal K}{\cal C}_\mathrm{th}^{\gamma_M})$ . In Fig. \ref{fig:fPBHofMPBH} we draw the logarithmic plot of $f_{\rm PBH}$ with respect to $M_{\rm PBH}$ (normalized by $M_\odot$). One can see that under $\lg (k_*/\mathrm{Mpc^{-1}})=7.0$ and $\lg A=-1.4$, $f_{\mathrm{PBH}}(M_\mathrm{PBH})$ reaches its maximum for $M_\mathrm{PBH}\simeq 2.3\times 10^{-2}M_\odot$, which means that the PBHs generated in this model will basically have sub-solar mass. The maximum value of $f_{\rm PBH}(M_\mathrm{PBH})$ can reach the value of ${\cal O}(1)$. Although such a high fraction seems not be supported by constraints from observations of microlensing \cite{EROS-2:2006ryy, Oguri:2017ock, Zumalacarregui:2017qqd, Niikura:2019kqi}, our numerical calculations found that a slight change of $\lg A$ will also significantly affect this value. For example, under  $\lg (k_*/\mathrm{Mpc^{-1}})=7.0$ and $\lg A=-1.5$, $\lg f_{\mathrm{PBH}}(M_\mathrm{PBH})|_\mathrm{max}\simeq -2.63$. 
","where the lower bound of satisfies . In Fig. we draw the logarithmic plot of with respect to (normalized by ). One can see that under and , reaches its maximum for , which means that the PBHs generated in this model will basically have sub-solar mass. The maximum value of can reach the value of . Although such a high fraction seems not be supported by constraints from observations of microlensing , our numerical calculations found that a slight change of will also significantly affect this value. For example, under and , .",528,text,Source_100,2510.22218v1
101,"\begin{figure}
    \centering
    \includegraphics[width=0.75\linewidth]{plot/fPBHofMPBH.pdf}
    \caption{Mass fractions $f_{\mathrm{PBH}}(M_{\rm PBH})$ in logarithmic form, where $M_{\rm PBH}$ is normalized by $M_\odot$. The parameters of the power spectrum are set as $\lg (k_*/\mathrm{Mpc^{-1}})=7.0$ and $\lg A=-1.4$ (blue curve), which makes $f_{\mathrm{PBH}}\simeq 1$. We also plot $f_{\mathrm{PBH}}(M_{\rm PBH})$ under  $\lg (k_*/\mathrm{Mpc^{-1}})=7.0$ and $\lg A=-1.5$ (orange curve) to show that slight decrease of $\lg A$ can obviously suppress the formation of PBHs. }
    \label{fig:fPBHofMPBH}
\end{figure}","\begin{figure}
    \centering
    \includegraphics[width=0.75\linewidth]{plot/fPBHofMPBH.pdf}
    \caption{Mass fractions $f_{\mathrm{PBH}}(M_{\rm PBH})$ in logarithmic form, where $M_{\rm PBH}$ is normalized by $M_\odot$. The parameters of the power spectrum are set as $\lg (k_*/\mathrm{Mpc^{-1}})=7.0$ and $\lg A=-1.4$ (blue curve), which makes $f_{\mathrm{PBH}}\simeq 1$. We also plot $f_{\mathrm{PBH}}(M_{\rm PBH})$ under  $\lg (k_*/\mathrm{Mpc^{-1}})=7.0$ and $\lg A=-1.5$ (orange curve) to show that slight decrease of $\lg A$ can obviously suppress the formation of PBHs. }
    \label{fig:fPBHofMPBH}
\end{figure}",621,text,Source_101,2510.22218v1
102,"In this paper, we discuss about the effect of modified dispersion relation in inflation models on the SIGW and PBH generation, especially the problem of ``overproduction"". 
","In this paper, we discuss about the effect of modified dispersion relation in inflation models on the SIGW and PBH generation, especially the problem of ``overproduction"".",171,text,Source_102,2510.22218v1
103,"We start with the very general Mukhanov-Sasaki perturbation equation for inflation models with modified dispersion relation, without denoting specific models. Moreover, $c_s^2$ is assumed to have a suppression at later time in order to make the $k^4$ correction term play an important role. After analytically solving the equation, we find that the power spectrum has a BPL form at the late time of inflation, where the maximum value and the pivot scale are critical for generating PBHs as well as SIGWs. The numerical results of the power spectrum are given in Fig. \ref{fig:curvpert}. 
","We start with the very general Mukhanov-Sasaki perturbation equation for inflation models with modified dispersion relation, without denoting specific models. Moreover, is assumed to have a suppression at later time in order to make the correction term play an important role. After analytically solving the equation, we find that the power spectrum has a BPL form at the late time of inflation, where the maximum value and the pivot scale are critical for generating PBHs as well as SIGWs. The numerical results of the power spectrum are given in Fig. .",554,text,Source_103,2510.22218v1
104,"Such scalar perturbation can induce secondary gravitational waves. With parametrized BPL power spectrum that mimics the numerical result, we obtained the parameter space constrained by the PTA data in Fig. \ref{fig:SIGW}. The result is not too much different from previous works, which indicate that it actually has weak dependence on the power-law indices of curvature spectrum \cite{Franciolini:2023pbf}.   
","Such scalar perturbation can induce secondary gravitational waves. With parametrized BPL power spectrum that mimics the numerical result, we obtained the parameter space constrained by the PTA data in Fig. . The result is not too much different from previous works, which indicate that it actually has weak dependence on the power-law indices of curvature spectrum .",366,text,Source_104,2510.22218v1
105,"To check out whether there is a overproduction problem, we calculate the abundance of PBHs, using the compaction function approach. One can see in Fig. \ref{fig:IntRegionoffPBH} that the overthreshold region depends on the non-Gaussian estimator $f_{\rm nl}$.  In our case, the region for $f_{\rm nl}$ near $-1$ is kept from being too close to the center of the PDF of $(\zeta_G, {\cal C}_G)$, thus is tend to avoid the PBHs being overproduced. A too high or too low $f_{\rm nl}$ will both push the overthreshold region inward to raise the productivity of the PBHs. Moreover, the area of PDF also changes with the horizon scale $r_H$. When combined with the SIGW results, we can see in Fig. \ref{fig:fPBH} that while $f_{\rm PBH}=1$ line with $f_{\rm nl}\simeq 0$ (no non-Gaussianity) is marginally included into $2\sigma$ region,  the one with $f_{\rm nl}\simeq -1$ is well within the $2\sigma$ level. This means both modified dispersion relation and negative non-Gaussianity are helpful in resolving the overproduction problem (but the later seems to be more significant). This is in agreement with previous results.
","To check out whether there is a overproduction problem, we calculate the abundance of PBHs, using the compaction function approach. One can see in Fig. that the overthreshold region depends on the non-Gaussian estimator . In our case, the region for near is kept from being too close to the center of the PDF of , thus is tend to avoid the PBHs being overproduced. A too high or too low will both push the overthreshold region inward to raise the productivity of the PBHs. Moreover, the area of PDF also changes with the horizon scale . When combined with the SIGW results, we can see in Fig. that while line with (no non-Gaussianity) is marginally included into region, the one with is well within the level. This means both modified dispersion relation and negative non-Gaussianity are helpful in resolving the overproduction problem (but the later seems to be more significant). This is in agreement with previous results.",925,text,Source_105,2510.22218v1
106,"Moreover, we also calculate the mass distribution of the PBHs. We find that in the current case, the mostly generated PBHs can reach a sub-solar mass of ${\cal O}(10^{-2})M_\odot$ (shown in Fig. \ref{fig:fPBHofMPBH}), with the maximal value of $f_{\mathrm{PBH}}(M_\mathrm{PBH})$ depending on parameters $A$. For overproduction avoidance $f_{\mathrm{PBH}}(M_\mathrm{PBH})$ could reach up to unity, but it can also be lower in order not to be conflicted with constraints from microlensing. Moreover, these constraints might also be released to contain higher $f_{\rm PBH}$ by PBH clustering, by which the number density of PBHs can get reduced (see e.g. \cite{Hawkins:2015uja, Calcino:2018mwh}).  
","Moreover, we also calculate the mass distribution of the PBHs. We find that in the current case, the mostly generated PBHs can reach a sub-solar mass of (shown in Fig. ), with the maximal value of depending on parameters . For overproduction avoidance could reach up to unity, but it can also be lower in order not to be conflicted with constraints from microlensing. Moreover, these constraints might also be released to contain higher by PBH clustering, by which the number density of PBHs can get reduced (see e.g. ).",520,text,Source_106,2510.22218v1
107,"The overproduction problem is an interesting topic about PBH and SIGW generations. It releases the signal that nowadays observations will impose more and more accurate and stringent constraints on these processes. Such constraints will bring challenges to our theoretical analysis and model constructions. However, since we're not very clear about these processes and there are large uncertainties in calculation methodologies and problems resolutions, they will also deepen our understanding and help us find more optimistic descriptions on them. Therefore, it is interesting to continue discussing about other possibilities on resolving the overproduction problem (as well as other problems), into which we will be devoting ourselves in the future works. 
","The overproduction problem is an interesting topic about PBH and SIGW generations. It releases the signal that nowadays observations will impose more and more accurate and stringent constraints on these processes. Such constraints will bring challenges to our theoretical analysis and model constructions. However, since we're not very clear about these processes and there are large uncertainties in calculation methodologies and problems resolutions, they will also deepen our understanding and help us find more optimistic descriptions on them. Therefore, it is interesting to continue discussing about other possibilities on resolving the overproduction problem (as well as other problems), into which we will be devoting ourselves in the future works.",756,text,Source_107,2510.22218v1
108,"\begin{acknowledgments}
We thank Shi Pi, Xin-zhe Zhang and Hao-Hao Li for useful discussions. This work is supported by the National Science Foundation of China (Grant No. 12575053) and the National Key Research and Development Program of China (Grant No. 2021YFC2203100). 
\end{acknowledgments}
","We thank Shi Pi, Xin-zhe Zhang and Hao-Hao Li for useful discussions. This work is supported by the National Science Foundation of China (Grant No. 12575053) and the National Key Research and Development Program of China (Grant No. 2021YFC2203100).",248,text,Source_108,2510.22218v1
109,"\bibliographystyle{apsrev4-1}
\bibliography{bibfile.bib}
",\bibliographystyle{apsrev4-1} \bibliography{bibfile.bib},56,text,Source_109,2510.22218v1
110,\author{Chengrui Yang},\author{Chengrui Yang},22,text,Source_110,2510.22218v1
111,\title{Avoiding PBH overproduction in inflation model with modified dispersion relation},\title{Avoiding PBH overproduction in inflation model with modified dispersion relation},88,text,Source_111,2510.22218v1
112,"\begin{abstract}
   The Pulsar Timing Array (PTA) data of nano-Hertz gravitational waves released in 2023 implies that if such gravitational waves comes from the scalar perturbation induction at the end of inflation, the accompanied primordial black holes (PBHs) will be over-produced, with the fraction exceed the upper bound of unity. This is recognized as the ``overproduction problem"", which calls for nontrivial features in the early universe. In this paper, we try to check out whether a modified dispersion relation (MDR) of the primordial perturbations can be helpful for solving the problem. From the constraint on PTA data, we obtain a posterior distribution of the parameters of primordial perturbation, and find that the MDR model, where the $k^4$ term becomes important at later time, can give rise to a broken-power-law (BPL) power spectrum which can alleviate the overproduction problem to nearly $2\sigma$ level. However, to improve furtherly into $1\sigma$ still needs small negative non-Gaussianity, e.g. $f_{\rm nl}\simeq -1$. The mass distribution of the PBHs generated is also discussed.
\end{abstract}","\begin{abstract}
   The Pulsar Timing Array (PTA) data of nano-Hertz gravitational waves released in 2023 implies that if such gravitational waves comes from the scalar perturbation induction at the end of inflation, the accompanied primordial black holes (PBHs) will be over-produced, with the fraction exceed the upper bound of unity. This is recognized as the ``overproduction problem"", which calls for nontrivial features in the early universe. In this paper, we try to check out whether a modified dispersion relation (MDR) of the primordial perturbations can be helpful for solving the problem. From the constraint on PTA data, we obtain a posterior distribution of the parameters of primordial perturbation, and find that the MDR model, where the $k^4$ term becomes important at later time, can give rise to a broken-power-law (BPL) power spectrum which can alleviate the overproduction problem to nearly $2\sigma$ level. However, to improve furtherly into $1\sigma$ still needs small negative non-Gaussianity, e.g. $f_{\rm nl}\simeq -1$. The mass distribution of the PBHs generated is also discussed.
\end{abstract}",1123,text,Source_112,2510.22218v1
113,"where the subscript ``$,r$"" denotes derivative with respect to $r$. Therefore, the mass excess turns out to be:
\begin{eqnarray}
    \delta M&=&4\pi a^3\rho_0\int\delta r^2e^{-3\zeta}(1-r\zeta_{,r}){{d}}r~,\nonumber\\
    &=&\frac{3(1+w)}{2(5+3w)}ar^2e^{-\zeta}\zeta_{,r}(2-r\zeta_{,r})~,
\end{eqnarray}
where $\rho_0$ is the background value of $\rho$, $R=are^{-\zeta}$, while the density contrast $\delta\equiv\delta\rho/\rho_0$ is calculated as \cite{Harada:2015yda}:
","where the subscript ``"" denotes derivative with respect to . Therefore, the mass excess turns out to be: M&=&4 a^3_0 r^2e^{-3}(1-r_{,r}){{d}}r~, &=&{2(5+3w)}ar^2e^{-}_{,r}(2-r_{,r})~, where is the background value of , , while the density contrast is calculated as :",266,text,Source_113,2510.22218v1
114,"\begin{eqnarray}
{u^{\rm{sr}}_k}(k,\tau)&=&\sqrt{-\tau}\left(C^{\rm{sr}}_{1}H^{(1)}_{3/2}(-c_sk\tau)+C^{\rm{sr}}_{2}H^{(2)}_{3/2}(-c_sk\tau)\right)~,\\
","{u^{}_k}(k,)&=&(C^{}_{1}H^{(1)}_{3/2}(-c_sk)+C^{}_{2}H^{(2)}_{3/2}(-c_sk))~,",76,text,Source_114,2510.22218v1
115,\author{Weixin Cai},\author{Weixin Cai},19,text,Source_115,2510.22218v1
116,\author{Taotao Qiu},\author{Taotao Qiu},19,text,Source_116,2510.22218v1
